LP DATA SID BETTER WORSE
en-cs newstest2017 870 tuning-task-afrl_4gb.sgm.0 LIUM-NMT.4947
en-cs newstest2017 870 tuning-task-ufal_4gb.sgm.0 LIUM-NMT.4947
en-cs newstest2017 870 tuning-task-ufal_4gb.sgm.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 870 LIUM-FNMT.4852 LIUM-NMT.4947
en-cs newstest2017 870 tuning-task-ufal_8gb.sgm.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 870 tuning-task-ufal_8gb.sgm.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 870 tuning-task-ufal_8gb.sgm.0 online-A.0
en-cs newstest2017 870 tuning-task-ufal_8gb.sgm.0 LIUM-FNMT.4852
en-cs newstest2017 870 tuning-task-ufal_8gb.sgm.0 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 870 tuning-task-ufal_8gb.sgm.0 LIUM-NMT.4947
en-cs newstest2017 870 tuning-task-ufal_8gb.sgm.0 limsi-factored-norm.4957
en-cs newstest2017 870 tuning-task-ufal_8gb.sgm.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 870 LIUM-FNMT.4852 limsi-factored-norm.4957
en-cs newstest2017 870 tuning-task-afrl_4gb.sgm.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 870 online-A.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 870 LIUM-FNMT.4852 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 870 tuning-task-afrl_8gb.sgm.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 871 tuning-task-ufal_4gb.sgm.0 uedin-nmt.4956
en-cs newstest2017 871 tuning-task-afrl_8gb.sgm.0 uedin-nmt.4956
en-cs newstest2017 871 tuning-task-denisov_4gb.sgm.0 uedin-nmt.4956
en-cs newstest2017 871 limsi-factored-norm.4957 uedin-nmt.4956
en-cs newstest2017 871 limsi-factored-norm.4957 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 871 tuning-task-ufal_4gb.sgm.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 871 tuning-task-ufal_4gb.sgm.0 online-B.0
en-cs newstest2017 871 tuning-task-ufal_4gb.sgm.0 CU-Chimera.4886
en-cs newstest2017 871 tuning-task-ufal_4gb.sgm.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 871 online-A.0 online-B.0
en-cs newstest2017 871 limsi-factored-norm.4957 online-B.0
en-cs newstest2017 871 tuning-task-afrl_8gb.sgm.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 871 tuning-task-afrl_8gb.sgm.0 online-A.0
en-cs newstest2017 871 tuning-task-afrl_8gb.sgm.0 online-B.0
en-cs newstest2017 871 tuning-task-afrl_8gb.sgm.0 CU-Chimera.4886
en-cs newstest2017 871 tuning-task-ufal_8gb.sgm.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 871 tuning-task-ufal_8gb.sgm.0 online-B.0
en-cs newstest2017 871 tuning-task-ufal_8gb.sgm.0 CU-Chimera.4886
en-cs newstest2017 871 tuning-task-ufal_8gb.sgm.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 871 tuning-task-denisov_4gb.sgm.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 871 tuning-task-denisov_4gb.sgm.0 online-B.0
en-cs newstest2017 871 tuning-task-denisov_4gb.sgm.0 CU-Chimera.4886
en-cs newstest2017 871 tuning-task-denisov_4gb.sgm.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 871 limsi-factored-norm.4957 CU-Chimera.4886
en-cs newstest2017 871 online-A.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 871 tuning-task-afrl_8gb.sgm.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 871 limsi-factored-norm.4957 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2037 tuning-task-ufal_4gb.sgm.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2037 tuning-task-ufal_8gb.sgm.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2037 PJATK.4761 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2037 CU-Chimera.4886 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2037 tuning-task-afrl_8gb.sgm.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2036 uedin-nmt.4956 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 2036 limsi-factored-norm.4957 uedin-nmt.4956
en-cs newstest2017 2036 LIUM-FNMT.4852 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 2036 limsi-factored-norm.4957 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 2036 LIUM-FNMT.4852 online-A.0
en-cs newstest2017 2036 limsi-factored-norm.4957 online-A.0
en-cs newstest2017 2036 LIUM-FNMT.4852 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 2036 limsi-factored-norm.4957 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 2036 LIUM-FNMT.4852 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 2036 limsi-factored-norm.4957 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 2036 limsi-factored-norm.4957 LIUM-FNMT.4852
en-cs newstest2017 2036 LIUM-FNMT.4852 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2036 limsi-factored-norm.4957 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2743 uedin-nmt.4956 LIUM-FNMT.4852
en-cs newstest2017 2743 uedin-nmt.4956 LIUM-NMT.4947
en-cs newstest2017 2743 uedin-nmt.4956 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 2743 uedin-nmt.4956 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2743 online-A.0 LIUM-FNMT.4852
en-cs newstest2017 2743 CU-Chimera.4886 LIUM-FNMT.4852
en-cs newstest2017 2743 LIUM-NMT.4947 LIUM-FNMT.4852
en-cs newstest2017 2743 CU-Chimera.4886 LIUM-NMT.4947
en-cs newstest2017 2743 CU-Chimera.4886 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 2743 limsi-factored-norm.4957 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 2743 online-A.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2743 CU-Chimera.4886 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2743 limsi-factored-norm.4957 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2743 tuning-task-baseline_8gb.sgm.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2743 limsi-factored-norm.4957 LIUM-FNMT.4852
en-cs newstest2017 2743 limsi-factored-norm.4957 LIUM-NMT.4947
en-cs newstest2017 2743 tuning-task-baseline_8gb.sgm.0 LIUM-FNMT.4852
en-cs newstest2017 1534 tuning-task-afrl_8gb.sgm.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 1534 PJATK.4761 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 1534 CU-Chimera.4886 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 1534 online-B.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 1534 limsi-factored-norm.4957 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2745 uedin-nmt.4956 online-A.0
en-cs newstest2017 2745 uedin-nmt.4956 PJATK.4761
en-cs newstest2017 2745 uedin-nmt.4956 CU-Chimera.4886
en-cs newstest2017 2745 uedin-nmt.4956 LIUM-FNMT.4852
en-cs newstest2017 2745 uedin-nmt.4956 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 2745 uedin-nmt.4956 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2745 LIUM-FNMT.4852 online-A.0
en-cs newstest2017 2745 LIUM-FNMT.4852 PJATK.4761
en-cs newstest2017 2745 LIUM-FNMT.4852 CU-Chimera.4886
en-cs newstest2017 2745 LIUM-FNMT.4852 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 2745 LIUM-FNMT.4852 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2744 uedin-nmt.4956 LIUM-FNMT.4852
en-cs newstest2017 2744 uedin-nmt.4956 CU-Chimera.4886
en-cs newstest2017 2744 tuning-task-denisov_4gb.sgm.0 uedin-nmt.4956
en-cs newstest2017 2744 uedin-nmt.4956 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2744 tuning-task-afrl_8gb.sgm.0 LIUM-FNMT.4852
en-cs newstest2017 2744 PJATK.4761 LIUM-FNMT.4852
en-cs newstest2017 2744 PJATK.4761 CU-Chimera.4886
en-cs newstest2017 2744 tuning-task-ufal_8gb.sgm.0 online-A.0
en-cs newstest2017 2744 tuning-task-ufal_8gb.sgm.0 LIUM-FNMT.4852
en-cs newstest2017 2744 tuning-task-ufal_8gb.sgm.0 CU-Chimera.4886
en-cs newstest2017 2744 tuning-task-ufal_8gb.sgm.0 online-B.0
en-cs newstest2017 2744 tuning-task-denisov_4gb.sgm.0 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 2744 tuning-task-ufal_8gb.sgm.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2744 tuning-task-denisov_4gb.sgm.0 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 2744 tuning-task-denisov_4gb.sgm.0 online-A.0
en-cs newstest2017 2744 tuning-task-denisov_4gb.sgm.0 PJATK.4761
en-cs newstest2017 2744 tuning-task-denisov_4gb.sgm.0 LIUM-FNMT.4852
en-cs newstest2017 2744 tuning-task-denisov_4gb.sgm.0 CU-Chimera.4886
en-cs newstest2017 2744 tuning-task-denisov_4gb.sgm.0 online-B.0
en-cs newstest2017 2744 tuning-task-denisov_4gb.sgm.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2744 tuning-task-afrl_8gb.sgm.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2744 PJATK.4761 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2746 LIUM-FNMT.4852 uedin-nmt.4956
en-cs newstest2017 2746 LIUM-NMT.4947 uedin-nmt.4956
en-cs newstest2017 2746 uedin-nmt.4956 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2746 tuning-task-baseline_8gb.sgm.0 uedin-nmt.4956
en-cs newstest2017 2746 LIUM-FNMT.4852 PJATK.4761
en-cs newstest2017 2746 LIUM-NMT.4947 PJATK.4761
en-cs newstest2017 2746 LIUM-FNMT.4852 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 2746 LIUM-NMT.4947 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 2746 tuning-task-ufal_8gb.sgm.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2746 tuning-task-baseline_8gb.sgm.0 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 2746 PJATK.4761 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2746 CU-Chimera.4886 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2746 LIUM-FNMT.4852 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2746 LIUM-NMT.4947 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2746 tuning-task-baseline_8gb.sgm.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 2746 tuning-task-baseline_8gb.sgm.0 PJATK.4761
en-cs newstest2017 2749 PJATK.4761 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 2749 tuning-task-ufal_4gb.sgm.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 2749 tuning-task-ufal_4gb.sgm.0 online-A.0
en-cs newstest2017 2749 PJATK.4761 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 2749 tuning-task-ufal_4gb.sgm.0 LIUM-NMT.4947
en-cs newstest2017 2749 PJATK.4761 online-A.0
en-cs newstest2017 2749 PJATK.4761 LIUM-NMT.4947
en-cs newstest2017 2749 tuning-task-afrl_8gb.sgm.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 2749 tuning-task-afrl_8gb.sgm.0 online-A.0
en-cs newstest2017 2749 PJATK.4761 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 2749 tuning-task-afrl_8gb.sgm.0 LIUM-NMT.4947
en-cs newstest2017 2749 tuning-task-ufal_8gb.sgm.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 2749 tuning-task-ufal_8gb.sgm.0 online-A.0
en-cs newstest2017 2749 tuning-task-ufal_8gb.sgm.0 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 2749 tuning-task-ufal_8gb.sgm.0 LIUM-NMT.4947
en-cs newstest2017 2749 tuning-task-denisov_4gb.sgm.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 2749 tuning-task-denisov_4gb.sgm.0 online-A.0
en-cs newstest2017 2749 tuning-task-denisov_4gb.sgm.0 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 2749 tuning-task-denisov_4gb.sgm.0 LIUM-NMT.4947
en-cs newstest2017 2749 tuning-task-baseline_8gb.sgm.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 2749 tuning-task-baseline_8gb.sgm.0 online-A.0
en-cs newstest2017 2749 tuning-task-baseline_8gb.sgm.0 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 2749 tuning-task-baseline_8gb.sgm.0 LIUM-NMT.4947
en-cs newstest2017 645 online-A.0 online-B.0
en-cs newstest2017 645 CU-Chimera.4886 online-B.0
en-cs newstest2017 645 LIUM-FNMT.4852 online-B.0
en-cs newstest2017 645 limsi-factored-norm.4957 online-B.0
en-cs newstest2017 645 online-A.0 PJATK.4761
en-cs newstest2017 645 CU-Chimera.4886 PJATK.4761
en-cs newstest2017 645 CU-Chimera.4886 LIUM-FNMT.4852
en-cs newstest2017 645 online-A.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 645 CU-Chimera.4886 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 645 limsi-factored-norm.4957 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 645 tuning-task-baseline_8gb.sgm.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 645 limsi-factored-norm.4957 PJATK.4761
en-cs newstest2017 645 limsi-factored-norm.4957 LIUM-FNMT.4852
en-cs newstest2017 645 tuning-task-baseline_8gb.sgm.0 online-B.0
en-cs newstest2017 645 tuning-task-baseline_8gb.sgm.0 PJATK.4761
en-cs newstest2017 645 tuning-task-baseline_8gb.sgm.0 LIUM-FNMT.4852
en-cs newstest2017 645 online-A.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 645 CU-Chimera.4886 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 645 limsi-factored-norm.4957 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 645 tuning-task-baseline_8gb.sgm.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 1244 PJATK.4761 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 890 uedin-nmt.4956 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 890 uedin-nmt.4956 online-A.0
en-cs newstest2017 890 uedin-nmt.4956 CU-Chimera.4886
en-cs newstest2017 890 uedin-nmt.4956 LIUM-NMT.4947
en-cs newstest2017 890 uedin-nmt.4956 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 890 uedin-nmt.4956 limsi-factored-norm.4957
en-cs newstest2017 890 limsi-factored-norm.4957 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 890 limsi-factored-norm.4957 CU-Chimera.4886
en-cs newstest2017 891 uedin-nmt.4956 online-A.0
en-cs newstest2017 891 uedin-nmt.4956 PJATK.4761
en-cs newstest2017 891 uedin-nmt.4956 limsi-factored-norm.4957
en-cs newstest2017 891 CU-Chimera.4886 online-A.0
en-cs newstest2017 891 LIUM-NMT.4947 online-A.0
en-cs newstest2017 891 CU-Chimera.4886 PJATK.4761
en-cs newstest2017 891 LIUM-FNMT.4852 PJATK.4761
en-cs newstest2017 891 LIUM-NMT.4947 PJATK.4761
en-cs newstest2017 891 tuning-task-ufal_8gb.sgm.0 online-A.0
en-cs newstest2017 891 tuning-task-ufal_8gb.sgm.0 PJATK.4761
en-cs newstest2017 891 tuning-task-ufal_8gb.sgm.0 limsi-factored-norm.4957
en-cs newstest2017 891 tuning-task-denisov_4gb.sgm.0 online-A.0
en-cs newstest2017 891 tuning-task-denisov_4gb.sgm.0 PJATK.4761
en-cs newstest2017 891 tuning-task-denisov_4gb.sgm.0 limsi-factored-norm.4957
en-cs newstest2017 891 CU-Chimera.4886 limsi-factored-norm.4957
en-cs newstest2017 891 LIUM-NMT.4947 limsi-factored-norm.4957
en-cs newstest2017 892 uedin-nmt.4956 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 892 uedin-nmt.4956 PJATK.4761
en-cs newstest2017 892 uedin-nmt.4956 CU-Chimera.4886
en-cs newstest2017 892 uedin-nmt.4956 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 892 PJATK.4761 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 892 online-B.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 892 tuning-task-afrl_8gb.sgm.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 892 tuning-task-afrl_8gb.sgm.0 PJATK.4761
en-cs newstest2017 892 tuning-task-afrl_8gb.sgm.0 CU-Chimera.4886
en-cs newstest2017 892 online-B.0 PJATK.4761
en-cs newstest2017 892 online-B.0 CU-Chimera.4886
en-cs newstest2017 892 tuning-task-afrl_8gb.sgm.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 892 PJATK.4761 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 892 online-B.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 893 online-A.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 893 online-A.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 893 tuning-task-baseline_8gb.sgm.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 893 online-A.0 PJATK.4761
en-cs newstest2017 893 online-A.0 LIUM-NMT.4947
en-cs newstest2017 893 online-A.0 online-B.0
en-cs newstest2017 893 CU-Chimera.4886 online-B.0
en-cs newstest2017 893 online-A.0 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 893 tuning-task-baseline_8gb.sgm.0 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 893 tuning-task-baseline_8gb.sgm.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 893 tuning-task-baseline_8gb.sgm.0 PJATK.4761
en-cs newstest2017 893 tuning-task-baseline_8gb.sgm.0 CU-Chimera.4886
en-cs newstest2017 893 tuning-task-baseline_8gb.sgm.0 online-B.0
en-cs newstest2017 893 tuning-task-baseline_8gb.sgm.0 LIUM-NMT.4947
en-cs newstest2017 894 online-B.0 uedin-nmt.4956
en-cs newstest2017 894 tuning-task-afrl_4gb.sgm.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 894 LIUM-FNMT.4852 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 894 online-B.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 894 LIUM-FNMT.4852 PJATK.4761
en-cs newstest2017 894 online-B.0 PJATK.4761
en-cs newstest2017 896 tuning-task-afrl_8gb.sgm.0 online-A.0
en-cs newstest2017 896 tuning-task-afrl_8gb.sgm.0 PJATK.4761
en-cs newstest2017 896 tuning-task-afrl_8gb.sgm.0 CU-Chimera.4886
en-cs newstest2017 897 online-A.0 limsi-factored-norm.4957
en-cs newstest2017 898 uedin-nmt.4956 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 898 uedin-nmt.4956 online-A.0
en-cs newstest2017 898 uedin-nmt.4956 CU-Chimera.4886
en-cs newstest2017 898 uedin-nmt.4956 LIUM-NMT.4947
en-cs newstest2017 898 uedin-nmt.4956 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 898 online-A.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 898 LIUM-FNMT.4852 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 898 CU-Chimera.4886 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 898 LIUM-NMT.4947 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 898 tuning-task-denisov_4gb.sgm.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 898 limsi-factored-norm.4957 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 898 online-A.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 898 LIUM-FNMT.4852 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 898 CU-Chimera.4886 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 898 LIUM-NMT.4947 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 898 limsi-factored-norm.4957 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 899 tuning-task-ufal_4gb.sgm.0 PJATK.4761
en-cs newstest2017 899 online-A.0 PJATK.4761
en-cs newstest2017 899 CU-Chimera.4886 PJATK.4761
en-cs newstest2017 899 online-A.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 899 CU-Chimera.4886 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 899 online-A.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 899 CU-Chimera.4886 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 1246 PJATK.4761 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 1246 limsi-factored-norm.4957 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 1246 limsi-factored-norm.4957 PJATK.4761
en-cs newstest2017 649 uedin-nmt.4956 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 649 uedin-nmt.4956 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 649 uedin-nmt.4956 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 649 CU-Chimera.4886 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 649 LIUM-NMT.4947 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 649 CU-Chimera.4886 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 649 LIUM-NMT.4947 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 649 tuning-task-afrl_8gb.sgm.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 649 LIUM-NMT.4947 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 649 tuning-task-ufal_8gb.sgm.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 649 tuning-task-ufal_8gb.sgm.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 649 tuning-task-ufal_8gb.sgm.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 649 CU-Chimera.4886 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 649 LIUM-NMT.4947 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 648 limsi-factored-norm.4957 LIUM-NMT.4947
en-cs newstest2017 262 online-A.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 262 LIUM-FNMT.4852 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 262 CU-Chimera.4886 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 262 online-A.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 262 LIUM-FNMT.4852 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 262 CU-Chimera.4886 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 262 online-B.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 262 online-A.0 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 262 CU-Chimera.4886 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 262 CU-Chimera.4886 online-A.0
en-cs newstest2017 262 CU-Chimera.4886 LIUM-FNMT.4852
en-cs newstest2017 262 CU-Chimera.4886 online-B.0
en-cs newstest2017 262 CU-Chimera.4886 LIUM-NMT.4947
en-cs newstest2017 262 tuning-task-ufal_8gb.sgm.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 262 tuning-task-ufal_8gb.sgm.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 262 tuning-task-ufal_8gb.sgm.0 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 262 tuning-task-ufal_8gb.sgm.0 LIUM-FNMT.4852
en-cs newstest2017 262 CU-Chimera.4886 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 262 tuning-task-ufal_8gb.sgm.0 online-B.0
en-cs newstest2017 262 tuning-task-ufal_8gb.sgm.0 LIUM-NMT.4947
en-cs newstest2017 262 tuning-task-ufal_8gb.sgm.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 262 tuning-task-ufal_8gb.sgm.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 262 online-A.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 262 LIUM-FNMT.4852 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 262 CU-Chimera.4886 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 262 online-B.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 262 online-A.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 262 LIUM-FNMT.4852 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 262 CU-Chimera.4886 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 1964 online-A.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 1964 LIUM-NMT.4947 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 1964 tuning-task-ufal_4gb.sgm.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 1964 tuning-task-ufal_4gb.sgm.0 PJATK.4761
en-cs newstest2017 1964 LIUM-NMT.4947 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 1964 online-A.0 PJATK.4761
en-cs newstest2017 1964 LIUM-NMT.4947 PJATK.4761
en-cs newstest2017 1964 tuning-task-ufal_8gb.sgm.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 1964 tuning-task-ufal_8gb.sgm.0 PJATK.4761
en-cs newstest2017 1964 LIUM-NMT.4947 tuning-task-ufal_8gb.sgm.0
en-cs newstest2017 1965 tuning-task-ufal_8gb.sgm.0 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 1965 tuning-task-denisov_4gb.sgm.0 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 1965 tuning-task-ufal_4gb.sgm.0 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 1965 online-B.0 tuning-task-afrl_8gb.sgm.0
en-cs newstest2017 1614 online-B.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 1614 online-A.0 tuning-task-denisov_4gb.sgm.0
en-cs newstest2017 1614 online-B.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 1614 tuning-task-denisov_4gb.sgm.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 1614 online-A.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 1788 online-B.0 uedin-nmt.4956
en-cs newstest2017 1788 online-B.0 tuning-task-afrl_4gb.sgm.0
en-cs newstest2017 1788 online-B.0 tuning-task-ufal_4gb.sgm.0
en-cs newstest2017 1788 online-B.0 PJATK.4761
en-cs newstest2017 1788 online-B.0 CU-Chimera.4886
en-cs newstest2017 1788 online-B.0 tuning-task-baseline_8gb.sgm.0
en-cs newstest2017 2964 tuning-task-afrl_8gb.sgm.0 online-A.0
en-cs newstest2017 2964 tuning-task-afrl_8gb.sgm.0 PJATK.4761
